Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0090,  Vijay   Kumar ,EMP-0300,Male,1997/11/13,vijay.kumar@outlook.com,Ops,team lead,BENGALURU,Walk-In,0,Experienced,,2019-02-11,240,228.0,6,4.0,2.0,2,Involuntary - Restructuring,INACTIVE,Hybrid,Company Cab,15.07,74,44,61,56,9,4,High,4.0
EMP-0091,vikram singh,emp-0075,,22 Dec 1987,VIKRAM.SINGH@YAHOO.COM,IT,EXECUTIVE,chennai,Campus Drive,15460,Fresher,01/08/2021,10-09-2022,240,231.0,3 days,6.0,0.0,2 times,Work-Life Balance / Burnout,INACTIVE,Hybrid,Own Vehicle,6.43 LPA,,31,58%,0.54,8,3,HIGH,0.0
EMP-0092,Meera Reddy,DIR-0001,Female,12-01-1973,MEERA.REDDY@COMPANY.COM,,  Manager ,East - Kolkata,Company Career Site,0,experienced,2020/11/29,,240,227.0,6,5.0,2.0,5,,Active,Onsite,Company Cab,20.97,12,35,54,56,8,3,High,3.0
EMP-0093,vijay nair,EMP-0050,Male,30/08/1979,VIJAY.NAIR@GMAIL.COM,Technology,  Assistant Manager ,East - Kolkata,Naukri,0,Experienced,30 Nov 2022,,240,213.0,9,9.0,9.0,11,,Active,Hybrid,Company Cab,22.14,54,16,67,69%,6,1,High,3.0
EMP-0094,  Suresh   Nair ,DIR-0001,M,1980-12-03,suresh_nair@outlook.com,Operations,MANAGER,East - Kolkata,Recruitment Agency,61088,Experienced,20/12/2022,,240,225.0,4,8.0,3.0,5,,Active,Hybrid,Company Cab,17.25,23,34,59,71,1,3,High,3.0
EMP-0095,priya sharma,EMP-0100,,03 Oct 1980,PRIYA.SHARMA@YAHOO.COM,Technology,  Executive ,South - Bangalore,LinkedIn,0,Fresher,03-05-2024,12-29-2025,240,231.0,2,4.0,3.0,5,Involuntary - Performance,Inactive,Onsite,Company Cab,22.39,39,10,60,64,Medium,3,Medium,3.0
EMP-0031,Manoj Patel,EMP-0200,male,01/10/1995,manoj_patel@gmail.com,Sales,  Team Lead ,chennai,LinkedIn,0,Experienced,2018-04-25,,240,232.0,2,4.0,2.0,3,,Active,onsite,Public Transport,15.6,77,20,76%,86,9,3,Medium,3.0
EMP-0097,manoj iyer,EMP-0075,M,17/10/1980,manoj_iyer@yahoo.com,Technology,Assistant Manager,South - Bangalore,Walk-In,0,experienced,2022/05/28,,240,214.0,10,5.0,11.0,16,,Active,Onsite,COMPANY CAB,16.31 LPA,27,25,0.60,52%,4,1,High,1.0
EMP-0098,Anitha Rao,EMP-0300,Female,25/08/2005,  anitha97@outlook.com ,,Assistant Manager,Bengaluru,Naukri,0,experienced,2021-05-30,,240,227.0,5,8.0,0.0,2,,Active,Work From Home,Company Cab,13.97,71,3,58,64,7,3,Medium,3.0
EMP-0099,lakshmi reddy,EMP-0240,female,1973-03-30,lakshmi_reddy@outlook.com,Marketing,executive,chennai,Naukri,0,Fresher,06-29-2024,,240,228.0,2,9.0,1.0,1,,Active,onsite,Own Vehicle,"$4,944",46,33,56,55,2,4,HIGH,0.0
EMP-0100,VIJAY KUMAR,EMP-0075,male,09/10/1993,  vijay37@gmail.com ,Technology,Senior Executive,South - Bangalore,LinkedIn,0,Fresher,09 May 2018,,240,227.0,4,8.0,1.0,7,,Active,hybrid,own vehicle,6.14,34,17,66,65,8,Very High,Low,2.0
EMP-0101,anitha sharma,EMP-0200,female,31/07/1984,anitha_sharma@company.com,Sales,ASSISTANT MANAGER,chennai,Walk-In,0,experienced,2021/03/10,,240,231.0,3,4.0,2.0,6,,Active,hybrid,own vehicle,,57,,68%,70%,3,3,Medium,2.0
EMP-0102,sneha patel,DIR-0001,F,1999-09-20,SNEHA.PATEL@GMAIL.COM,HR,MANAGER,mumbai,Company Career Site,0,Experienced,01-20-2019,03-11-2020,240,221.0,6,6.0,7.0,18,Relocation / Personal Reasons,INACTIVE,Onsite,Company Cab,19.09,74,34,57,52,6,2,High,1.0
EMP-0103,kavitha iyer,EMP-0075,female,04/06/1983,kavitha.iyer@yahoo.com,Technology,team lead,South - Chennai,Company Career Site,0,Experienced,18/11/2021,15/12/2023,240,217.0,9,9.0,5.0,13,Better Compensation & Benefits,Resigned,onsite,Company Cab,11.2 LPA,62,40,69,74,7,1,High,3.0
EMP-0104,  Vikram   Iyer ,EMP-0050,,20/03/1992,vikram_iyer@yahoo.com,Technology,Team Lead,South - Bangalore,Recruitment Agency,52363,Experienced,2018-07-07,,240,221.0,6,10.0,3.0,3,,Active,onsite,Own Vehicle,15.96,88,28,86,91,2,3,Medium,5.0
EMP-0755,manoj rao,EMP-0050,male,1973-06-13,MANOJ.RAO@COMPANY.COM,Technology,Executive,North - Delhi,Recruitment Agency,85711,Fresher,2022/07/28,2022-10-22,240,215.0,9,10.0,6.0,20,Involuntary - Restructuring,Resigned,Onsite,Company Cab,25.74,82,28,69,73%,6,2,High,1.0
EMP-0106,pooja kumar,,F,27/05/1990,,Sales,Executive,Bengaluru,,,Fresher,2022/06/18,,240,221.0,8 days,7.0,4.0,10,,Active,WFH,Own Vehicle,9.61,24,37,57%,64,4,1,,0.0
EMP-0107,meera iyer,EMP-0240,,13/05/1982,meera_iyer@outlook.com,Marketing,SENIOR EXECUTIVE,North - Delhi,Company Career Site,0,Fresher,18 Feb 2024,,240,223.0,4,10.0,3.0,4,,Active,Onsite,Company Cab,13.55,58,41,58,68,1,3,High,5.0
EMP-0108,DEEPA SINGH,EMP-0025,female,,DEEPA.SINGH@YAHOO.COM,HR,  Executive ,chennai,Recruitment Agency,55650,Fresher,30/06/2018,,240,231.0,4,5.0,0.0,7,,,onsite,Own Vehicle,22.01,97,20,81,83,6,5,Low,3.0
EMP-0109,ananya sharma,EMP-0100,female,10-05-1990,ANANYA.SHARMA@COMPANY.COM,Technology,  Executive ,South - Chennai,Naukri,0,Fresher,14/08/2023,18/06/2026,240,225.0,2,10.0,3.0,4 times,Involuntary - Restructuring,Inactive,WFH,Company Cab,9.11 LPA,77,41,0.59,64%,8,3,High,0.0
EMP-0110,sneha reddy,EMP-0180,,04 Apr 1981,sneha.reddy@company.com,Sales,SENIOR EXECUTIVE,CHENNAI,Campus Drive,17368,Experienced,03-04-2020,,240,210.0,9,10.0,11.0,13,,Active,Onsite,COMPANY CAB,5.39,21,12,54,58,1,2,High,5.0
EMP-0111,Vikram Venkatesh,EMP-0280,male,2001/10/30,vikram.venkatesh@yahoo.com,Finance,  Team Lead ,South - Bangalore,Naukri,0,Experienced,2022-03-16,,240,225.0,4,10.0,1.0,4,,Active,Onsite,Company Cab,"INR 1,060,000",68,40,70%,,3,,High,0.0
EMP-0112,Vikram Singh,EMP-0260,Male,2003/11/13,vikram_singh@company.com,Finance,  Executive ,North - Delhi,Campus Drive,14274,fresher,04/07/2023,,240,218.0,6,9.0,7.0,14,,Active,HYBRID,Company Cab,7.45,46,16,70,75,4,2,HIGH,4.0
EMP-0113,ANITHA RAO,EMP-0050,Female,10-31-1987,ANITHA.RAO@OUTLOOK.COM,IT,  Assistant Manager ,BENGALURU,LinkedIn,0,Experienced,02-02-2018,30 Aug 2018,240,218.0,11,6.0,5.0,20,Better Career Growth,Inactive,Onsite,Company Cab,"$31,536",70,8,,73%,5,1,High,3.0
EMP-0114,DEEPA IYER,EMP-0025,F,26 Oct 2000,deepa.iyer@gmail.com,HR,assistant manager,BENGALURU,Recruitment Agency,55306,Experienced,05-20-2020,,240,227.0,4,6.0,3.0,6,,Active,Hybrid,Own Vehicle,23.3,52,40,58,68,5,3,high,3.0
EMP-0655,  Arun   Sharma ,EMP-0010,M,1974/04/03,arun_sharma@yahoo.com,HR,Assistant Manager,DELHI,Recruitment Agency,,Experienced,2022-05-22,,240,,,,,,,Active,Onsite,Own Vehicle,19.02 LPA,79,0,61,61,7,Very High,medium,3.0
EMP-0116,  Rajesh   Joshi ,,Male,10 Feb 1969,rajesh.joshi@company.com,HR,Manager,Bengaluru,Employee Referral,10000,Experienced,2020-11-09,,240,232.0,2,4.0,2.0,3,,ACTIVE,ONSITE,Company Cab,24.85,48,1,52%,50,5,4,Medium,3.0
EMP-0117,Sanjay Reddy,EMP-0050,Male,19 Nov 1977,  sanjay76@gmail.com ,Technology,Executive,chennai,Company Career Site,0,Fresher,03/06/2024,,240,221.0,10,4.0,5.0,17,,Active,Onsite,,23.19,65,28,66,65%,6,2,High,3.0
EMP-0118,ananya singh,EMP-0160,Female,1982-08-22,ANANYA.SINGH@OUTLOOK.COM,Sales,  Executive ,South - Bangalore,Naukri,0,Experienced,2020-06-25,,240,227.0,5,6.0,2.0,7,,Active,Onsite,COMPANY CAB,8.07,72,32,65,72,7,3,High,5.0
EMP-0119,  Lakshmi   Joshi ,DIR-0001,,1976/10/02,LAKSHMI.JOSHI@OUTLOOK.COM,Engineering,MANAGER,West - Mumbai,Walk-In,0,Experienced,11 May 2018,10-13-2018,240,212.0,14,4.0,10.0,22,Involuntary - Restructuring,Inactive,onsite,OWN VEHICLE,25.37,55,9,62,65,2,1,High,3.0
EMP-0120,  Ananya   Singh ,EMP-0100,F,01-17-2003,ananya.singh@gmail.com,IT,Team Lead,BENGALURU,LINKEDIN,0,Experienced,,08 Dec 2023,240,221.0,9,6.0,4.0,19,Better Career Growth,Inactive,Hybrid,Company Cab,16.71,97,39,70,71,8,2,High,2.0
EMP-0121,  Meera   Patel ,EMP-0180,female,1971/10/01,meera_patel@company.com,Sales,,North - Delhi,Campus Drive,14730,Fresher,2023-09-22,,240,230.0,5 days,4.0,1.0,6,,Active,Hybrid,Own Vehicle,23.28 LPA,,20,64%,61%,4,3,Medium,4.0
EMP-0122,Suresh Singh,EMP-0010,,1998-05-16,  suresh89@outlook.com ,HR,Senior Executive,chennai,Company Career Site,0,FRESHER,23 Apr 2019,,240,229.0,5,4.0,2.0,6,,Active,Onsite,Company Cab,25.45,71,27,78,83,5,3,Medium,1.0
EMP-0123,meera patel,EMP-0320,F,10/09/1985,meera_patel@company.com,Operations,EXECUTIVE,West - Mumbai,Walk-In,0,Fresher,2019-07-12,,240,227.0,2,9.0,2.0,5,,Active,Hybrid,Company Cab,11.29,86,10,68,74,5,3,Medium,4.0
EMP-0124,POOJA SHARMA,EMP-0140,F,1995/01/21,pooja_sharma@gmail.com,Engineering,SENIOR EXECUTIVE,DELHI,LinkedIn,0,Experienced,02 Oct 2021,,240,212.0,12,6.0,10.0,19,,Active,Onsite,Company Cab,6.2,34,33,51,55,6,2,High,4.0
EMP-0125,VIKRAM IYER,EMP-0350,male,07-07-1970,  vikram81@outlook.com ,Ops,Executive,North - Delhi,linkedin,0,Fresher,2024/04/23,,240,216.0,10,8.0,6.0,11,,Active,onsite,Company Cab,9.08,80,7,63,64%,7,2,High,3.0
EMP-0126,  Karthik   Iyer ,,Male,12 Feb 2000,  karthik2@outlook.com ,IT,  Manager ,West - Mumbai,Company Career Site,0,Experienced,2024-05-05,,240,209.0,12,9.0,10.0,18,,Active,Onsite,,,61,,69%,73,1,2,high,4.0
EMP-0127,  Pooja   Singh ,EMP-0100,Female,1984-09-21,pooja.singh@gmail.com,Technology,executive,mumbai,Walk-In,0,Fresher,01 Oct 2022,,240,227.0,3,8.0,2.0,7 times,,Active,onsite,Company Cab,23.54 LPA,13,7,55,58,4,3,Medium,2.0
EMP-0128,  Vikram   Iyer ,DIR-0001,M,10-05-1983,vikram.iyer@gmail.com,Finance,MANAGER,South - Chennai,Company Career Site,0,EXPERIENCED,11/09/2020,26 Aug 2021,240,212.0,14,10.0,4.0,12,Better Compensation & Benefits,Inactive,Onsite,Public Transport,24.59,68,14,70,74,2,1,High,4.0
EMP-0129,  Manoj   Iyer ,EMP-0100,M,1993-03-01,MANOJ.IYER@OUTLOOK.COM,Technology,executive,West - Mumbai,Company Career Site,0,Experienced,24/02/2022,,240,228.0,4,5.0,3.0,6,,Active,Onsite,Company Cab,3.67,81,16,79,77%,4,3,MEDIUM,3.0
EMP-0130,  Ramesh   Patel ,EMP-0120,M,05 Dec 1987,ramesh_patel@gmail.com,Engineering,  Executive ,CHENNAI,Naukri,0,Fresher,2023-03-08,,240,225.0,5,7.0,3.0,4,,active,Onsite,Own Vehicle,16.01,29,22,59,62,4,4,High,3.0
EMP-0131,POOJA JOSHI,EMP-0100,F,11/12/1980,pooja.joshi@yahoo.com,Technology,executive,North - Delhi,Recruitment Agency,42860,Fresher,,,240,226.0,6,7.0,1.0,2,,Active,Onsite,Company Cab,"INR 1,373,000",72,23 hrs,81%,0.82,2,3,Medium,3.0
EMP-0132,  Meera   Patel ,EMP-0010,,05 Jan 1987,meera_patel@company.com,H.R.,Executive,South - Bangalore,Walk-In,0,Fresher,08/01/2019,,240,213.0,10,8.0,9.0,9,,Active,Onsite,Company Cab,8.94,63,44,66,74,5,2,high,3.0
EMP-0133,priya iyer,EMP-0350,Female,1994/05/04,priya_iyer@outlook.com,Operations,Executive,chennai,Walk-In,0,experienced,,,240,226.0,3,9.0,2.0,4,,Active,Onsite,Own Vehicle,6.44 LPA,83,18,0.57,,8,3,Medium,3.0
EMP-0134,ANANYA SINGH,EMP-0200,,04-27-1977,ANANYA.SINGH@YAHOO.COM,Sales,SENIOR EXECUTIVE,North - Delhi,Walk-In,0,Experienced,2019/11/21,2021-01-04,240,232.0,3,5.0,0.0,1,Better Career Growth,Inactive,onsite,Company Cab,11.77,66,4,73,77,4,3,medium,2.0
EMP-0135,Vijay Rao,,male,07-25-1991,  vijay9@gmail.com ,Technology,MANAGER,West - Mumbai,naukri,0,Experienced,2021/12/15,17 Jan 2025,240,219.0,9,7.0,5.0,15,Relocation / Personal Reasons,Inactive,Onsite,Own Vehicle,26.6,99,31,72,79,6,2,Medium,4.0
EMP-0136,  Vijay   Venkatesh ,emp-0200,Male,30 Jun 1994,vijay_venkatesh@company.com,Sales,Assistant Manager,BENGALURU,Company Career Site,0,Experienced,2018/01/18,,240,212.0,12 days,9.0,7.0,19,,Active,Hybrid,Own Vehicle,11.42,-15,43,49%,50,8,2,High,3.0
EMP-0137,  Arun   Patel ,EMP-0025,male,05-14-1986,arun_patel@gmail.com,H.R.,senior executive,CHENNAI,LinkedIn,0,Fresher,2019/03/12,,240,225.0,5,7.0,3.0,4,,Active,Work From Home,Company Cab,16.21,12,0,57,58%,3,3,Low,3.0
EMP-0138,meera singh,EMP-0120,,06 Dec 1992,meera.singh@outlook.com,Engineering,  Assistant Manager ,BENGALURU,Company Career Site,0,Experienced,2024/01/03,,240,228.0,3,9.0,0.0,2,,Active,Hybrid,Company Cab,20.72,15,22,47,56,6,,Medium,3.0
EMP-0139,  Anitha   Patel ,EMP-0075,Female,16/11/2001,ANITHA.PATEL@GMAIL.COM,IT,assistant manager,South - Chennai,Recruitment Agency,60852,Experienced,05 Jul 2021,,240,229.0,5,5.0,1.0,8,,active,ONSITE,Own Vehicle,12.41 LPA,14,36,48,52,3,4,High,1.0
EMP-0140,Sneha Singh,EMP-0075,female,02 May 2005,SNEHA.SINGH@GMAIL.COM,Technology,Executive,North - Delhi,Company Career Site,0,Fresher,2023-04-11,,240,219.0,6,8.0,7.0,22,,Active,Onsite,Company Cab,27.31,14,7,60,59,5,2,Medium,1.0
EMP-0141,Ramesh Reddy,,male,1990-01-02,,Engineering,executive,East - Kolkata,,,Fresher,2023-10-18,02-15-2026,240,230.0,2,7.0,1.0,8,Better Compensation & Benefits,Inactive,hybrid,Company Cab,"INR 2,708,000",63 Hours,12,,70%,4,Very High,,1.0
EMP-0142,ARUN REDDY,EMP-0050,male,1981/07/18,arun.reddy@company.com,Technology,Team Lead,West - Mumbai,Company Career Site,0,Experienced,2020/08/26,11 Mar 2021,240,209.0,14,8.0,9.0,20,Work-Life Balance / Burnout,INACTIVE,Hybrid,Company Cab,9.67,56,7,66,66,4,2,High,3.0
EMP-0229,MANOJ VENKATESH,EMP-0320,M,01 Feb 1993,  manoj16@outlook.com ,Ops,ASSISTANT MANAGER,chennai,LinkedIn,0,,2019/09/26,,240,207.0,13,8.0,12.0,14,,Active,wfh,Company Cab,15.68,96,22,73,77,4,1,High,3.0
EMP-0144,PRADEEP SHARMA,EMP-0300,,2003-06-29,PRADEEP.SHARMA@GMAIL.COM,,Team Lead,West - Mumbai,Walk-In,0,Experienced,12-08-2019,,240,213.0,14,7.0,6.0,19,,Active,Hybrid,Company Cab,10.87,58,42,51,62,5,2,Medium,3.0
EMP-0145,DIVYA NAIR,EMP-0350,Female,18 Jun 1981,DIVYA.NAIR@COMPANY.COM,Ops,ASSISTANT MANAGER,BENGALURU,NAUKRI,0,experienced,2021-06-27,,240,212.0,13,7.0,8.0,20 times,,,Onsite,Company Cab,10.48 LPA,18,0,0.59,54%,3,2,high,2.0
EMP-0146,Rajesh Patel,EMP-0025,,11-14-1997,  rajesh97@gmail.com ,HR,EXECUTIVE,North - Delhi,Campus Drive,15749,Experienced,20 Jul 2019,,240,225.0,3,10.0,2.0,8,,Active,Hybrid,Company Cab,4.4,29,44,58%,60,6,3,High,1.0
EMP-0147,  Suresh   Rao ,,M,24/01/1990,suresh.rao@gmail.com,Finance,MANAGER,South - Bangalore,Company Career Site,0,EXPERIENCED,10/08/2018,,240,228.0,3,6.0,3.0,2,,ACTIVE,Onsite,Company Cab,18.43,70,23,77,82,1,3,Medium,3.0
EMP-0148,MEERA SHARMA,EMP-0260,female,,  meera47@gmail.com ,Finance,assistant manager,South - Chennai,Recruitment Agency,86217,Experienced,08/01/2024,,240,229.0,4,5.0,2.0,6,,Active,WFH,Public Transport,15.82,44,34,62,68,9,3,High,3.0
EMP-0149,Suresh Rao,EMP-0120,male,1990-02-12,suresh_rao@company.com,Engineering,executive,South - Chennai,Employee Referral,"INR 2,500",Experienced,2019-09-29,,240,228.0,4,8.0,0.0,3,,Active,Onsite,Own Vehicle,4.76,59,23,63,59%,5,Very High,Low,3.0
EMP-0150,  Ramesh   Joshi ,EMP-0025,,1984/03/24,RAMESH.JOSHI@GMAIL.COM,HR,Assistant Manager,DELHI,Employee Referral,5000,EXPERIENCED,19/06/2023,2026-07-27,240,229.0,3,5.0,3.0,3,Relocation / Personal Reasons,Inactive,Hybrid,Company Cab,10.33,91,16,88,84,4,Very High,Medium,1.0
EMP-0151,sneha joshi,EMP-0100,Female,07-24-1987,sneha.joshi@yahoo.com,Technology,  Executive ,West - Mumbai,Employee Referral,2500,Fresher,09-28-2018,,240,217.0,9 days,4.0,10.0,14,,Active,Hybrid,Own Vehicle,,,,63%,0.71,4,2,High,3.0
EMP-0152,Vijay Singh,EMP-0010,M,1989-05-09,vijay_singh@yahoo.com,Human Resources,Team Lead,North - Delhi,LINKEDIN,0,Experienced,14/03/2020,08/06/2020,240,225.0,4,8.0,3.0,7,Involuntary - Restructuring,Inactive,Hybrid,Company Cab,9.37,26,19,58,57,3,3,High,3.0
EMP-0153,KAVITHA SINGH,EMP-0120,F,2000/11/16,kavitha_singh@company.com,Engineering,EXECUTIVE,mumbai,LinkedIn,,Experienced,2018-05-28,,240,,,,,,,Active,ONSITE,Own Vehicle,7.05,97,20,76,75%,8,4,Medium,2.0
EMP-0154,ananya joshi,EMP-0025,male,,  ananya78@yahoo.com ,Human Resources,executive,North - Delhi,LinkedIn,0,Fresher,04/09/2019,,240,219.0,6,5.0,10.0,14,,Active,Work From Home,COMPANY CAB,15.49,12,39,51,61,5,2,High,5.0
EMP-0155,deepa iyer,EMP-0010,F,1994-02-02,deepa.iyer@company.com,HR,  Executive ,South - Bangalore,Naukri,0,Fresher,03/12/2022,,240,214.0,6,10.0,10.0,15,,active,WFH,Company Cab,"$33,180",41,30,69,,4,1,High,1.0
EMP-0156,meera sharma,EMP-0100,Female,05/09/1988,MEERA.SHARMA@GMAIL.COM,Technology,  Executive ,North - Delhi,Walk-In,0,FRESHER,27/02/2019,,240,230.0,2,6.0,2.0,7,,Active,hybrid,Company Cab,9.43,22,35,56%,59,2,3,High,2.0
EMP-0157,  Meera   Singh ,,,05-16-1970,MEERA.SINGH@GMAIL.COM,Sales,Manager,CHENNAI,Recruitment Agency,64984,Experienced,20 Jun 2019,,240,226.0,5,8.0,1.0,8,,Active,onsite,Company Cab,19.97 LPA,98,10,0.78,82%,9,3,High,3.0
EMP-0158,priya singh,EMP-0260,Female,07-16-1996,  priya28@company.com ,Finance,EXECUTIVE,South - Bangalore,Naukri,0,Fresher,12 Jul 2018,,240,228.0,3,6.0,3.0,8,,Active,Onsite,Own Vehicle,22.16,82,14,72,74,1,3,Low,2.0
EMP-0159,pradeep reddy,EMP-0200,,1981/01/30,PRADEEP.REDDY@COMPANY.COM,Sales,senior executive,South - Chennai,Walk-In,0,Experienced,2018/08/24,,240,229.0,2,7.0,2.0,7,,Active,Onsite,Company Cab,9.32,77,18,70,67,8,3,medium,4.0
EMP-0160,kavitha patel,DIR-0001,F,1971/06/12,  kavitha17@yahoo.com ,HR,MANAGER,North - Delhi,LinkedIn,0,Experienced,12-08-2022,,240,224.0,3,10.0,3.0,3,,Active,WFH,Own Vehicle,21.34,23,6,56,62,7,3,Medium,1.0
EMP-0161,Sanjay Reddy,EMP-0050,,03/03/1996,sanjay.reddy@outlook.com,IT,,BENGALURU,Walk-In,0,Fresher,2024/07/22,,240,212.0,14,4.0,10.0,17,,Active,Hybrid,Own Vehicle,"INR 1,251,000",20,27,62%,67%,6,2,High,4.0
EMP-0162,VIJAY SINGH,EMP-0050,Female,10/11/1994,  vijay49@yahoo.com ,Technology,Assistant Manager,Bengaluru,Recruitment Agency,65302,experienced,18/10/2018,,240,225.0,6,9.0,0.0,2,,,Onsite,COMPANY CAB,18.99,65,42,61,64,5,4,High,2.0
EMP-0163,Deepa Singh,EMP-0025,F,03-08-1982,deepa_singh@company.com,HR,Assistant Manager,chennai,WALK-IN,0,Experienced,2019-01-03,,240,227.0,5,5.0,3.0,3 times,,Active,Onsite,Company Cab,19.02 LPA,76,4,61,63,6,4,LOW,3.0
EMP-0164,  Suresh   Reddy ,,Male,04-23-1999,suresh.reddy@outlook.com,Sales,MANAGER,South - Bangalore,Employee Referral,10000,Experienced,2022-03-29,18/04/2023,240,229.0,2,6.0,3.0,6,Involuntary - Performance,INACTIVE,Hybrid,Company Cab,16.63,38,4,58,59,6,3,Low,4.0
EMP-0165,suresh rao,EMP-0075,M,01-07-1994,suresh_rao@yahoo.com,Technology,Executive,CHENNAI,Recruitment Agency,83495,Experienced,2019-05-04,,240,215.0,9,7.0,9.0,13,,Active,Onsite,Own Vehicle,5.71,18,29,57,64%,6,2,high,3.0
EMP-0166,pooja joshi,EMP-0300,male,30/07/1968,POOJA.JOSHI@COMPANY.COM,Ops,  Executive ,,Naukri,0,Fresher,2024-01-26,,240,226.0,5 days,6.0,3.0,5,,ACTIVE,Hybrid,COMPANY CAB,23.96,76,31,67%,69,4,Low,High,3.0
EMP-0167,pooja nair,EMP-0300,,24 Sep 1984,  pooja82@gmail.com ,Operations,ASSISTANT MANAGER,West - Mumbai,Naukri,0,Experienced,2022/05/25,,240,231.0,2,7.0,0.0,1,,Active,Hybrid,Company Cab,11.36,34,7,51,53,7,4,LOW,4.0
EMP-0168,divya patel,EMP-0050,Female,1975-04-25,  divya73@company.com ,IT,TEAM LEAD,BENGALURU,Naukri,0,EXPERIENCED,11 Apr 2020,,240,231.0,4,5.0,0.0,1,,Active,Hybrid,Own Vehicle,8.07,85,9,72,78,5,4,LOW,3.0
EMP-0169,karthik reddy,EMP-0350,male,31/07/1990,karthik_reddy@company.com,Ops,SENIOR EXECUTIVE,North - Delhi,Walk-In,0,Experienced,15 Aug 2023,,240,232.0,2,5.0,1.0,1,,Active,Onsite,Own Vehicle,4.5 LPA,51,37,,69%,3,Low,HIGH,3.0
EMP-0170,SANJAY VENKATESH,,M,2003/09/01,  sanjay56@company.com ,Technology,Manager,Bengaluru,LinkedIn,0,Experienced,18 Feb 2022,02 Jul 2024,240,221.0,8,5.0,6.0,15,Relocation / Personal Reasons,Inactive,Hybrid,Own Vehicle,17.98,18,31,54,64,5,1,High,3.0
EMP-0171,pradeep patel,EMP-0010,,2005/04/17,pradeep.patel@outlook.com,HR,assistant manager,North - Delhi,Recruitment Agency,82730,Experienced,16 Jun 2018,03 Feb 2019,240,229.0,2,8.0,1.0,8,,Resigned,Onsite,Company Cab,"INR 2,010,000",88,27,72%,0.66,5,3,High,3.0
EMP-0172,VIKRAM PATEL,EMP-0100,M,1999/12/18,vikram.patel@company.com,IT,  Senior Executive ,West - Mumbai,Walk-In,0,Fresher,01-22-2022,,240,224.0,4,10.0,2.0,3,,Active,Onsite,COMPANY CAB,3.91,49,16,58,62,Medium,3,MEDIUM,2.0
EMP-0173,Ananya Patel,DIR-0001,,2004-01-01,ananya.patel@yahoo.com,Technology,MANAGER,North - Delhi,Company Career Site,0,Experienced,2020-11-09,,240,217.0,7,10.0,6.0,12,,Active,Onsite,company cab,16.05,34,30,63,62%,5,1,High,4.0
EMP-0174,Suresh Kumar,EMP-0010,M,1971-06-05,suresh_kumar@gmail.com,Human Resources,Senior Executive,South - Chennai,Employee Referral,2500,Experienced,03/11/2022,,240,221.0,7,8.0,4.0,22,,active,Hybrid,Own Vehicle,9.05,14,7,46,50,5,2,High,2.0
EMP-0175,Ananya Singh,EMP-0200,female,11 Oct 1968,  ananya82@gmail.com ,Sales,Assistant Manager,South - Chennai,Recruitment Agency,49968,Experienced,2020/02/12,,240,212.0,10,8.0,10.0,14,,Active,Hybrid,Own Vehicle,19.31 LPA,20,39,66,67,2,2,HIGH,3.0
EMP-0176,  Manoj   Patel ,,male,12-31-1998,,Human Resources,SENIOR EXECUTIVE,West - Mumbai,,,Fresher,2018/02/04,,240,220.0,9,4.0,7.0,9,,Active,Hybrid,OWN VEHICLE,,68,,65%,68,6,1,,1.0
EMP-0177,DEEPA NAIR,EMP-0050,Female,1987/10/28,  deepa43@gmail.com ,Technology,  Executive ,North - Delhi,Naukri,0,Fresher,02/02/2023,,240,226.0,4,10.0,0.0,1,,Active,Hybrid,Company Cab,20.43,97,8,57,,8,Very High,Medium,3.0
EMP-0178,Suresh Singh,EMP-0050,,06/05/1983,SURESH.SINGH@YAHOO.COM,Technology,TEAM LEAD,South - Chennai,LinkedIn,0,Experienced,2022-11-13,,240,211.0,11,8.0,10.0,18,,Active,Hybrid,Own Vehicle,12.98,88,1,67,70,5,1,high,4.0
EMP-0179,Vijay Singh,EMP-0200,Male,1969-04-16,  vijay2@company.com ,Sales & Mktg,ASSISTANT MANAGER,South - Chennai,Naukri,0,Experienced,25 Aug 2019,,240,230.0,4,4.0,2.0,1,,active,Onsite,Own Vehicle,26.45,47,14,61,56,5,4,LOW,2.0
EMP-0180,rajesh venkatesh,EMP-0240,,08/06/2006,rajesh_venkatesh@gmail.com,Marketing,senior executive,East - Kolkata,Naukri,0,Experienced,2021/11/08,,240,222.0,5,10.0,3.0,2,,active,Onsite,Own Vehicle,6.87,81,2,72,72,7,3,High,3.0
EMP-0181,  Vikram   Sharma ,emp-0260,Male,15/10/1981,vikram_sharma@company.com,Finance,assistant manager,chennai,NAUKRI,0,Experienced,2020-12-27,,240,226.0,5 days,6.0,3.0,3 times,,active,Hybrid,Company Cab,11.86 LPA,,35,61%,65%,5,3,High,5.0
